op,ncc,gcc,slcc
1.0,2.763957987838585E-4,1.0,0.0
0.9988944168048646,0.00912106135986733,0.9911553344389166,0.0
0.9977888336097291,0.017412935323383085,0.9825870646766169,5.52791597567717E-4
0.9966832504145937,0.02377003869541183,0.9762299613045882,5.52791597567717E-4
0.9955776672194583,0.028745163073521283,0.9715312327252625,8.291873963515755E-4
0.9944720840243229,0.04975124378109453,0.9505251520176893,2.763957987838585E-4
0.9933665008291874,0.05140961857379768,0.9469320066334992,0.001658374792703151
0.992260917634052,0.05914870093974572,0.9405749032614704,5.52791597567717E-4
0.9911553344389166,0.06357103372028745,0.9367053620784964,0.001105583195135434
0.9900497512437811,0.07158651188501934,0.927860696517413,5.52791597567717E-4
0.9889441680486457,0.08153676064123826,0.9162520729684909,0.001658374792703151
0.9878385848535103,0.08955223880597014,0.9076838032061912,0.001658374792703151
0.9867330016583747,0.09480375898286346,0.9027086788280818,0.001658374792703151
0.9856274184632393,0.1044776119402985,0.8894416804864566,0.002763957987838585
0.9845218352681039,0.11498065229408513,0.8811498065229408,0.002763957987838585
0.9834162520729685,0.12465450525152018,0.8695411829740188,0.002763957987838585
0.982310668877833,0.13432835820895522,0.8626312880044223,0.001658374792703151
0.9812050856826976,0.14400221116639028,0.8510226644555002,0.002763957987838585
0.9800995024875622,0.14787175234936428,0.8460475400773908,0.002763957987838585
0.9789939192924267,0.15091210613598674,0.8424543946932007,0.002763957987838585
0.9778883360972913,0.16058595909342177,0.8294637921503594,0.002763957987838585
0.9767827529021559,0.16777224986180211,0.8236594803758983,0.002763957987838585
0.9756771697070205,0.17330016583747926,0.8175787728026535,0.002763957987838585
0.974571586511885,0.17855168601437257,0.8084577114427861,0.0024875621890547263
0.9734660033167496,0.1838032061912659,0.8021006080707573,0.002763957987838585
0.9723604201216142,0.19679380873410723,0.789110005527916,0.0024875621890547263
0.9712548369264787,0.20121614151464898,0.7835820895522388,0.002763957987838585
0.9701492537313433,0.20867882808181315,0.7755666113875069,0.002763957987838585
0.9690436705362079,0.22249861802100607,0.7620232172470979,0.003869541182974019
0.9679380873410725,0.2249861802100608,0.7576008844665562,0.003869541182974019
0.966832504145937,0.23244886677722498,0.7520729684908789,0.003869541182974019
0.9657269209508016,0.23410724156992813,0.7484798231066888,0.003869541182974019
0.9646213377556662,0.24212271973466004,0.7064676616915423,0.014648977335544499
0.9635157545605307,0.25400773908236596,0.6556108347153123,0.0326147042564953
0.9624101713653952,0.25400773908236596,0.6509121061359867,0.0326147042564953
0.9613045881702598,0.25981205085682696,0.634881149806523,0.0326147042564953
0.9601990049751243,0.2683803206191266,0.6263128800442234,0.0326147042564953
0.9590934217799889,0.27307904919845216,0.6182974018794914,0.0326147042564953
0.9579878385848535,0.27860696517412936,0.6138750690989497,0.0326147042564953
0.956882255389718,0.28054173576561636,0.6116639027086789,0.0326147042564953
0.9557766721945826,0.2921503593145384,0.6003316749585407,0.0326147042564953
0.9546710889994472,0.2896627971254837,0.5972913211719182,0.0326147042564953
0.9535655058043118,0.29850746268656714,0.5889994472084025,0.0326147042564953
0.9524599226091763,0.3004422332780542,0.5837479270315091,0.0326147042564953
0.9513543394140409,0.3067993366500829,0.5776672194582643,0.0326147042564953
0.9502487562189055,0.3112216694306247,0.5751796572692095,0.0326147042564953
0.94914317302377,0.31978993919292426,0.568269762299613,0.0326147042564953
0.9480375898286346,0.3289110005527916,0.5339966832504146,0.0326147042564953
0.9469320066334992,0.33941404090657823,0.5174129353233831,0.0326147042564953
0.9458264234383638,0.33941404090657823,0.4419568822553897,0.06605859590934218
0.9447208402432283,0.33803206191265894,0.43919292426755113,0.06605859590934218
0.9436152570480929,0.34936428966279715,0.4350469872857933,0.06135986733001658
0.9425096738529575,0.3568269762299613,0.43338861249309013,0.05914870093974572
0.941404090657822,0.3648424543946932,0.42703150912106136,0.05914870093974572
0.9402985074626866,0.380873410724157,0.41404090657822,0.0326147042564953
0.9391929242675512,0.38529574350469875,0.40187949143173024,0.0326147042564953
0.9380873410724156,0.3919292426755113,0.3819789939192924,0.0326147042564953
0.9369817578772802,0.3988391376451078,0.37838584853510226,0.030403537866224434
0.9358761746821448,0.4027086788280818,0.37258153676064126,0.030403537866224434
0.9347705914870094,0.4129353233830846,0.36318407960199006,0.030403537866224434
0.9336650082918739,0.4134881149806523,0.35129906025428415,0.030403537866224434
0.9325594250967385,0.4206744057490326,0.3449419568822554,0.030403537866224434
0.9314538419016031,0.4256495301271421,0.3435599778883361,0.028192371475953566
0.9303482587064676,0.42786069651741293,0.31647318960751797,0.028192371475953566
0.9292426755113322,0.42841348811498065,0.28137092316196793,0.03123272526257601
0.9281370923161968,0.44112769485903813,0.2669983416252073,0.03123272526257601
0.9270315091210614,0.44582642343836376,0.26064123825317853,0.03123272526257601
0.9259259259259259,0.4527363184079602,0.2562189054726368,0.03123272526257601
0.9248203427307905,0.45439469320066334,0.2517965726920951,0.03123272526257601
0.9237147595356551,0.4566058595909342,0.25096738529574353,0.02736318407960199
0.9226091763405196,0.4593698175787728,0.24184632393587618,0.02736318407960199
