op,ncc,gcc,slcc
1.0,2.763957987838585E-4,1.0,0.0
0.9988944168048646,0.00912106135986733,0.9911553344389166,0.0
0.9977888336097291,0.017412935323383085,0.9825870646766169,5.52791597567717E-4
0.9966832504145937,0.02377003869541183,0.9762299613045882,5.52791597567717E-4
0.9955776672194583,0.028745163073521283,0.9715312327252625,8.291873963515755E-4
0.9944720840243229,0.04975124378109453,0.9505251520176893,2.763957987838585E-4
0.9933665008291874,0.051962410171365395,0.9463792150359315,0.001658374792703151
0.992260917634052,0.05666113875069099,0.9427860696517413,5.52791597567717E-4
0.9911553344389166,0.06440022111663903,0.9358761746821448,0.001105583195135434
0.9900497512437811,0.07407407407407407,0.9245439469320066,0.001658374792703151
0.9889441680486457,0.08208955223880597,0.9156992813709232,0.001658374792703151
0.9878385848535103,0.08706467661691543,0.9087893864013267,0.001658374792703151
0.9867330016583747,0.09314538419016032,0.9010503040353787,0.002763957987838585
0.9856274184632393,0.09701492537313433,0.8952459922609176,0.002763957987838585
0.9845218352681039,0.11166390270867883,0.8850193477059148,0.002763957987838585
0.9834162520729685,0.1238253178551686,0.875069098949696,0.001105583195135434
0.982310668877833,0.13460475400773908,0.8623548922056384,0.001658374792703151
0.9812050856826976,0.14427860696517414,0.8510226644555002,0.002763957987838585
0.9800995024875622,0.14731896075179657,0.8468767274737424,0.002763957987838585
0.9789939192924267,0.1550580431177446,0.8385848535102266,0.002763957987838585
0.9778883360972913,0.1564400221116639,0.8327805417357657,0.002763957987838585
0.9767827529021559,0.16611387506909894,0.824212271973466,0.002763957987838585
0.9756771697070205,0.17081260364842454,0.8200663349917081,0.002763957987838585
0.974571586511885,0.17634051962410172,0.8131564400221116,0.002763957987838585
0.9734660033167496,0.18076285240464346,0.8079049198452184,0.002763957987838585
0.9723604201216142,0.1871199557766722,0.8034825870646766,0.002763957987838585
0.9712548369264787,0.18960751796572692,0.7996130458817026,0.002763957987838585
0.9701492537313433,0.19402985074626866,0.7954671088999448,0.002763957987838585
0.9690436705362079,0.20011055831951355,0.7904919845218352,0.002763957987838585
0.9679380873410725,0.20591487009397458,0.7866224433388612,0.002763957987838585
0.966832504145937,0.21420674405749032,0.771420674405749,0.003869541182974019
0.9657269209508016,0.22388059701492538,0.7587064676616916,0.003869541182974019
0.9646213377556662,0.23244886677722498,0.7020453289110006,0.0326147042564953
0.9635157545605307,0.23714759535655058,0.693477059148701,0.0326147042564953
0.9624101713653952,0.23935876174682144,0.689607517965727,0.0326147042564953
0.9613045881702598,0.24156992813709233,0.6793808734107242,0.0326147042564953
0.9601990049751243,0.25456053067993367,0.6702598120508568,0.0326147042564953
0.9590934217799889,0.2669983416252073,0.660309563294638,0.0326147042564953
0.9579878385848535,0.2683803206191266,0.6569928137092316,0.0326147042564953
0.956882255389718,0.27003869541182973,0.6520176893311221,0.0326147042564953
0.9557766721945826,0.2752902155887231,0.6495301271420675,0.0326147042564953
0.9546710889994472,0.2752902155887231,0.6478717523493643,0.0326147042564953
0.9535655058043118,0.28247650635710336,0.6420674405749033,0.0326147042564953
0.9524599226091763,0.2877280265339967,0.6362631288004422,0.0326147042564953
0.9513543394140409,0.2935323383084577,0.6196793808734107,0.0326147042564953
0.9502487562189055,0.2954671088999447,0.6091763405196241,0.0326147042564953
0.94914317302377,0.2998894416804865,0.5713101160862355,0.0326147042564953
0.9480375898286346,0.3081813156440022,0.5663349917081261,0.0326147042564953
0.9469320066334992,0.3206191265892758,0.5533443891652847,0.0326147042564953
0.9458264234383638,0.32587064676616917,0.480375898286346,0.0326147042564953
0.9447208402432283,0.3449419568822554,0.4695964621337756,0.0326147042564953
0.9436152570480929,0.3388612493090105,0.4621337755666114,0.0326147042564953
0.9425096738529575,0.3609729132117192,0.45688225538971805,0.0326147042564953
0.941404090657822,0.36263128800442235,0.4499723604201216,0.0326147042564953
0.9402985074626866,0.3681592039800995,0.42316196793808736,0.0326147042564953
0.9391929242675512,0.3894416804864566,0.4187396351575456,0.0326147042564953
0.9380873410724156,0.3952459922609176,0.4154228855721393,0.0326147042564953
0.9369817578772802,0.3805970149253731,0.41404090657822,0.0326147042564953
0.9358761746821448,0.4027086788280818,0.4013266998341625,0.0326147042564953
0.9347705914870094,0.4071310116086235,0.39911553344389167,0.0326147042564953
0.9336650082918739,0.38971807628524047,0.3938640132669983,0.029297954671088998
0.9325594250967385,0.4054726368159204,0.38667772249861804,0.029297954671088998
0.9314538419016031,0.40574903261470424,0.38114980652294084,0.029297954671088998
0.9303482587064676,0.4046434494195688,0.38032061912658927,0.028468767274737423
0.9292426755113322,0.4096185737976783,0.377003869541183,0.028468767274737423
0.9281370923161968,0.4256495301271421,0.3728579325594251,0.02321724709784411
0.9270315091210614,0.433665008291874,0.36401326699834163,0.02321724709784411
0.9259259259259259,0.4361525704809287,0.3618021006080708,0.02321724709784411
0.9248203427307905,0.4314538419016031,0.3598673300165838,0.02321724709784411
0.9237147595356551,0.43173023770038693,0.3137092316196794,0.029297954671088998
0.9226091763405196,0.441404090657822,0.2808181315644002,0.02957435046987286
0.9215035931453842,0.4527363184079602,0.26340519624101716,0.029297954671088998
